Curriculum,Stage,Condition,Seed,Train Groups,data_id,category,Iteration
dev,2,default,185,g0g1,dev_185_default,0.43686603707590066,20000
adev,1,default,185,g2,adev_185_default,0.4184744576627012,10000
dev,3,default,185,g0g1g2,dev_185_default,0.4371069182389937,30000
adev,3,default,183,g2g1g0,adev_183_default,0.4113549285963079,30000
adev,1,default,183,g2,adev_183_default,0.3976198809940497,10000
adev,3,default,185,g2g1g0,adev_185_default,0.43276283618581907,30000
dev,1,default,184,g0,dev_184_default,0.4310461956521739,10000
adev,2,default,185,g2g1,adev_185_default,0.4276729559748428,20000
adev,3,default,184,g2g1g0,adev_184_default,0.4020293911826452,30000
adev,0,default,184,,adev_184_default,0.38774799860772713,0
dev,1,default,185,g0,dev_185_default,0.429769392033543,10000
adev,2,default,183,g2g1,adev_183_default,0.4244755244755245,20000
dev,2,default,183,g0g1,dev_183_default,0.4419094419094419,20000
adev,1,default,184,g2,adev_184_default,0.41578947368421054,10000
dev,1,default,183,g0,dev_183_default,0.4481792717086835,10000
adev,0,default,185,,adev_185_default,0.41646320195326125,0
dev,3,default,184,g0g1g2,dev_184_default,0.4424221211060553,30000
adev,0,default,183,,adev_183_default,0.3737338456164862,0
adev,2,default,184,g2g1,adev_184_default,0.4123603351955307,20000
dev,0,default,185,,dev_185_default,0.39090909090909093,0
dev,3,default,183,g0g1g2,dev_183_default,0.40771067894916413,30000
dev,2,default,184,g0g1,dev_184_default,0.4336842105263158,20000
dev,0,default,183,,dev_183_default,0.40272441494935385,0
dev,0,default,184,,dev_184_default,0.3764025841550493,0
