Curriculum,Stage,Condition,Seed,Train Groups,data_id,category,Iteration
dev,3,default,173,g0g1g2,dev_173_default,0.36465246245197347,30000
adev,1,default,172,g2,adev_172_default,0.318546978693678,10000
adev,0,default,172,,adev_172_default,0.19127399650959861,0
dev,0,default,172,,dev_172_default,0.2092210967516591,0
dev,0,default,173,,dev_173_default,0.2018188177684505,0
adev,0,default,173,,adev_173_default,0.19221325850578744,0
adev,3,default,173,g2g1g0,adev_173_default,0.3393854748603352,30000
dev,3,default,171,g0g1g2,dev_171_default,0.36798046738751305,30000
dev,2,default,173,g0g1,dev_173_default,0.33647469458987783,20000
adev,2,default,173,g2g1,adev_173_default,0.34335664335664334,20000
dev,0,default,171,,dev_171_default,0.21281783350748867,0
dev,2,default,172,g0g1,dev_172_default,0.3526334147192187,20000
adev,3,default,171,g2g1g0,adev_171_default,0.36078157711095604,30000
adev,3,default,172,g2g1g0,adev_172_default,0.3325208913649025,30000
adev,1,default,173,g2,adev_173_default,0.3169284467713787,10000
adev,1,default,171,g2,adev_171_default,0.3101398601398601,10000
dev,1,default,172,g0,dev_172_default,0.31773743016759776,10000
dev,2,default,171,g0g1,dev_171_default,0.3504542278127184,20000
adev,2,default,172,g2g1,adev_172_default,0.33578431372549017,20000
dev,3,default,172,g0g1g2,dev_172_default,0.36617749825296997,30000
adev,0,default,171,,adev_171_default,0.1906260930395243,0
adev,2,default,171,g2g1,adev_171_default,0.3479020979020979,20000
dev,1,default,171,g0,dev_171_default,0.3187042842215256,10000
dev,1,default,173,g0,dev_173_default,0.28683760683760684,10000
